nta_code,nta_name,dof_name,neighborhood,borough,year,number_of_sales,average_sale_price,median_sale_price,lowest_sale_price,highest_sale_price,hvi
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2015,4,9158333.5,10725000.0,5800000,15650000,1158028.9943515558
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2016,2,4787500.0,4787500.0,2225000,7350000,1213850.687788932
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2017,4,9416666.5,9400000.0,3700000,13500000,1257583.4354948795
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2018,2,12075000.0,12075000.0,9900000,14250000,1351307.4892206436
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2019,4,3580625.0,4200000.0,425000,5497500,1310139.7259759384
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2020,3,5636250.0,5636250.0,685000,12175000,1293583.1941137945
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2021,2,4000000.0,4000000.0,3500000,4500000,1315619.1849310456
MN0602,Gramercy,GRAMERCY,Gramercy,Manhattan,2022,3,6666667.0,7400000.0,4200000,8400000,1383034.2946195977
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2010,2,2075000.0,2075000.0,900000,3250000,587483.0354578177
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2011,2,5312500.0,5312500.0,5300000,5325000,609418.6163811338
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2012,2,3700000.0,3700000.0,3400000,4000000,626429.4137830304
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2013,1,4150000.0,4150000.0,4150000,4150000,659381.5958856888
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2014,2,5175000.0,5175000.0,4150000,6200000,756484.4825202757
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2016,3,3875000.0,3900000.0,3125000,4600000,855714.2677862115
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2017,2,6200000.0,6200000.0,5750000,6650000,892229.7087880498
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2018,2,5550000.0,5550000.0,3900000,7200000,984726.8232555003
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2019,1,4000000.0,4000000.0,4000000,4000000,973669.4291812507
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2020,2,6265000.0,6265000.0,3180000,9350000,884324.403480391
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2021,3,1979015.0,1979015.0,360000,6226060,856306.6796981039
MN0603,Murray Hill-Kips Bay,KIPS BAY,Murray Hill,Manhattan,2022,1,3445325.0,3445325.0,3445325,3445325,857327.998301975
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2010,10,7911152.0,6000000.0,3855000,19390312,948731.9618729131
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2011,6,6915666.666666667,5230000.0,4667000,12500000,1010167.0769491601
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2012,8,5418750.0,6125000.0,325000,14150000,1055504.624697802
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2013,3,9225000.0,9225000.0,5300000,11800000,1135110.8266368732
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2014,4,9182604.0,8340937.5,5581875,16250000,1286655.6740726435
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2015,6,12572777.666666666,14125000.0,7750000,18500000,1366216.9772095794
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2016,3,8818750.0,8818750.0,7075000,12500000,1416372.7851325711
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2017,10,10226306.333333334,9950000.0,4300000,15800000,1419147.2089942486
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2018,6,9186305.666666666,10374750.0,5000000,15749500,1474589.7291478736
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2019,1,16500000.0,16500000.0,16500000,16500000,1404993.7464039838
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2020,9,8860100.0,9114250.0,3475000,18200000,1361736.8712170727
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2021,11,7293968.0,5850000.0,3820000,14500000,1433973.982673052
MN0701,Upper West Side-Lincoln Square,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2022,7,8470902.5,6581250.0,3995000,22250000,1541578.1571481794
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2010,10,7911152.0,6000000.0,3855000,19390312,948731.9618729131
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2011,6,6915666.666666667,5230000.0,4667000,12500000,1010167.0769491601
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2012,8,5418750.0,6125000.0,325000,14150000,1055504.624697802
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2013,3,9225000.0,9225000.0,5300000,11800000,1135110.8266368732
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2014,4,9182604.0,8340937.5,5581875,16250000,1286655.6740726435
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2015,6,12572777.666666666,14125000.0,7750000,18500000,1366216.9772095794
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2016,3,8818750.0,8818750.0,7075000,12500000,1416372.7851325711
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2017,10,10226306.333333334,9950000.0,4300000,15800000,1419147.2089942486
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2018,6,9186305.666666666,10374750.0,5000000,15749500,1474589.7291478736
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2019,1,16500000.0,16500000.0,16500000,16500000,1404993.7464039838
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2020,9,8860100.0,9114250.0,3475000,18200000,1361736.8712170727
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2021,11,7293968.0,5850000.0,3820000,14500000,1433973.982673052
MN0702,Upper West Side (Central),UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2022,7,8470902.5,6581250.0,3995000,22250000,1541578.1571481794
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2010,10,7911152.0,6000000.0,3855000,19390312,948731.9618729131
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2011,6,6915666.666666667,5230000.0,4667000,12500000,1010167.0769491601
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2012,8,5418750.0,6125000.0,325000,14150000,1055504.624697802
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2013,3,9225000.0,9225000.0,5300000,11800000,1135110.8266368732
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2014,4,9182604.0,8340937.5,5581875,16250000,1286655.6740726435
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2015,6,12572777.666666666,14125000.0,7750000,18500000,1366216.9772095794
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2016,3,8818750.0,8818750.0,7075000,12500000,1416372.7851325711
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2017,10,10226306.333333334,9950000.0,4300000,15800000,1419147.2089942486
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2018,6,9186305.666666666,10374750.0,5000000,15749500,1474589.7291478736
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2019,1,16500000.0,16500000.0,16500000,16500000,1404993.7464039838
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2020,9,8860100.0,9114250.0,3475000,18200000,1361736.8712170727
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2021,11,7293968.0,5850000.0,3820000,14500000,1433973.982673052
MN0703,Upper West Side-Manhattan Valley,UPPER WEST SIDE (59-79),Upper West Side,Manhattan,2022,7,8470902.5,6581250.0,3995000,22250000,1541578.1571481794
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2010,32,9252151.0,8962500.0,300000,20000000,1025825.702544401
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2011,21,9116610.0,5200000.0,1950000,48000000,1076970.872117096
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2012,29,8919997.0,7200000.0,2200000,42000000,1100975.5928271415
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2013,28,8637634.0,6875000.0,2343194,27000000,1153872.5528491717
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2014,29,10165478.0,7775000.0,2512434,51000000,1328414.9707202576
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2015,32,10877223.5,9200000.0,3200000,37000000,1413101.0626123343
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2016,22,10060651.5,9475000.0,2250000,20400000,1463654.8441342302
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2017,28,9943092.0,8300000.0,200000,41000000,1462284.310529311
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2018,19,12594407.0,8525000.0,3600000,40250000,1504774.9070941193
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2019,26,16669451.0,9872500.0,4600000,77100000,1432972.205396931
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2020,18,11191482.0,8150000.0,4300000,38000000,1370688.4916991435
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2021,32,11014585.666666666,7900000.0,855000,59000000,1437708.3917927071
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2022,32,17707379.333333332,8675000.0,1757500,56000000,1522323.0912638747
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2010,32,9252151.0,8962500.0,300000,20000000,1025825.702544401
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2011,21,9116610.0,5200000.0,1950000,48000000,1076970.872117096
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2012,29,8919997.0,7200000.0,2200000,42000000,1100975.5928271415
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2013,28,8637634.0,6875000.0,2343194,27000000,1153872.5528491717
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2014,29,10165478.0,7775000.0,2512434,51000000,1328414.9707202576
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2015,32,10877223.5,9200000.0,3200000,37000000,1413101.0626123343
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2016,22,10060651.5,9475000.0,2250000,20400000,1463654.8441342302
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2017,28,9943092.0,8300000.0,200000,41000000,1462284.310529311
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2018,19,12594407.0,8525000.0,3600000,40250000,1504774.9070941193
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2019,26,16669451.0,9872500.0,4600000,77100000,1432972.205396931
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2020,18,11191482.0,8150000.0,4300000,38000000,1370688.4916991435
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2021,32,11014585.666666666,7900000.0,855000,59000000,1437708.3917927071
MN0802,Upper East Side-Carnegie Hill,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2022,32,17707379.333333332,8675000.0,1757500,56000000,1522323.0912638747
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2010,32,9252151.0,8962500.0,300000,20000000,1025825.702544401
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2011,21,9116610.0,5200000.0,1950000,48000000,1076970.872117096
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2012,29,8919997.0,7200000.0,2200000,42000000,1100975.5928271415
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2013,28,8637634.0,6875000.0,2343194,27000000,1153872.5528491717
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2014,29,10165478.0,7775000.0,2512434,51000000,1328414.9707202576
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2015,32,10877223.5,9200000.0,3200000,37000000,1413101.0626123343
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2016,22,10060651.5,9475000.0,2250000,20400000,1463654.8441342302
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2017,28,9943092.0,8300000.0,200000,41000000,1462284.310529311
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2018,19,12594407.0,8525000.0,3600000,40250000,1504774.9070941193
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2019,26,16669451.0,9872500.0,4600000,77100000,1432972.205396931
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2020,18,11191482.0,8150000.0,4300000,38000000,1370688.4916991435
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2021,32,11014585.666666666,7900000.0,855000,59000000,1437708.3917927071
MN0803,Upper East Side-Yorkville,UPPER EAST SIDE (59-79),Upper East Side,Manhattan,2022,32,17707379.333333332,8675000.0,1757500,56000000,1522323.0912638747
MN0902,Manhattanville-West Harlem,HARLEM-WEST,Harlem,Manhattan,2010,1,450000.0,450000.0,450000,450000,514770.08065614454
MN0902,Manhattanville-West Harlem,HARLEM-WEST,Harlem,Manhattan,2012,2,626880.0,626880.0,500000,753760,548319.3800422467
MN0902,Manhattanville-West Harlem,HARLEM-WEST,Harlem,Manhattan,2013,1,800000.0,800000.0,800000,800000,586536.8007955283
MN0902,Manhattanville-West Harlem,HARLEM-WEST,Harlem,Manhattan,2015,1,1100000.0,1100000.0,1100000,1100000,750157.4176279489
MN0902,Manhattanville-West Harlem,HARLEM-WEST,Harlem,Manhattan,2016,4,1513198.0,1512500.0,489459,2260000,822748.6300687342
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2010,2,1145000.0,1145000.0,950000,1340000,514770.08065614454
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2011,3,706125.0,706125.0,625000,819500,531187.3965696242
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2012,4,705833.3333333334,622500.0,395000,915000,548319.3800422467
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2013,11,943438.0,887500.0,500000,1320000,586536.8007955283
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2014,16,1248374.0,1210000.0,670000,2200000,660075.284030008
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2015,8,3274482.0,3375000.0,875000,4650000,750157.4176279489
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2016,7,1811666.6666666667,2025000.0,600000,2250000,822748.6300687342
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2017,9,1679449.6666666667,2137500.0,375000,3900000,889335.0958995264
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2018,9,2104222.3333333335,2075000.0,750000,4800000,947894.4454810311
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2019,9,2998958.3333333335,2143750.0,700000,6900000,943952.1925062466
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2020,4,1946433.0,1634587.0,906500,2952925,857331.3357476611
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2021,7,1525750.0,1488750.0,500000,2500000,847434.8191406663
MN1101,East Harlem (South),HARLEM-EAST,Harlem,Manhattan,2022,6,2252707.0,1300000.0,454000,4556900,862475.0395792153
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2010,2,1145000.0,1145000.0,950000,1340000,514770.08065614454
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2011,3,706125.0,706125.0,625000,819500,531187.3965696242
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2012,4,705833.3333333334,622500.0,395000,915000,548319.3800422467
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2013,11,943438.0,887500.0,500000,1320000,586536.8007955283
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2014,16,1248374.0,1210000.0,670000,2200000,660075.284030008
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2015,8,3274482.0,3375000.0,875000,4650000,750157.4176279489
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2016,7,1811666.6666666667,2025000.0,600000,2250000,822748.6300687342
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2017,9,1679449.6666666667,2137500.0,375000,3900000,889335.0958995264
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2018,9,2104222.3333333335,2075000.0,750000,4800000,947894.4454810311
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2019,9,2998958.3333333335,2143750.0,700000,6900000,943952.1925062466
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2020,4,1946433.0,1634587.0,906500,2952925,857331.3357476611
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2021,7,1525750.0,1488750.0,500000,2500000,847434.8191406663
MN1102,East Harlem (North),HARLEM-EAST,Harlem,Manhattan,2022,6,2252707.0,1300000.0,454000,4556900,862475.0395792153
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2010,9,700085.5,658821.5,150000,1545286,311719.0527887968
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2011,6,565766.6666666666,575000.0,379000,935000,319539.31573632587
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2012,12,912360.0,845000.0,616000,1620000,309515.10166371654
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2013,15,1040292.3333333334,905000.0,450000,3300000,326991.59382851946
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2014,12,1234972.3333333333,1083250.0,750000,2377000,369135.00480228354
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2015,4,979666.5,1021500.0,843000,1300000,411542.43234088545
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2016,2,871250.0,871250.0,250000,1492500,474193.6968882096
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2017,4,1546666.5,1630000.0,700000,2200000,517921.4826194043
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2018,11,1661416.6666666667,1550000.0,750500,2900000,571668.8226004669
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2019,9,1713816.6666666667,1589000.0,950000,2647000,561795.0669093347
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2020,2,1782631.0,1782631.0,1200000,2365262,584125.7970243837
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2021,10,3078050.0,2450000.0,450000,5200000,614908.7465540579
MN1202,Washington Heights (North),WASHINGTON HEIGHTS LOWER,Washington Heights,Manhattan,2022,18,1801160.3333333333,1523109.0,950000,4978192,653173.4373751193
MN1203,Inwood,INWOOD,Inwood,Manhattan,2010,3,467944.0,467944.0,235248,600000,
MN1203,Inwood,INWOOD,Inwood,Manhattan,2011,4,536150.0,542500.0,434600,625000,
MN1203,Inwood,INWOOD,Inwood,Manhattan,2012,3,787500.0,787500.0,430000,1100000,348265.0685314748
MN1203,Inwood,INWOOD,Inwood,Manhattan,2013,5,671583.5,710750.0,440000,1225000,335598.4228284081
MN1203,Inwood,INWOOD,Inwood,Manhattan,2014,6,1061825.5,880477.0,485000,2500000,338926.6347969451
MN1203,Inwood,INWOOD,Inwood,Manhattan,2015,4,506633.3333333333,480000.0,240000,720000,360689.97977243684
MN1203,Inwood,INWOOD,Inwood,Manhattan,2016,5,619123.5,616250.0,307242,840000,392865.2481229946
MN1203,Inwood,INWOOD,Inwood,Manhattan,2017,4,718737.5,718737.5,610950,991500,427643.19699846656
MN1203,Inwood,INWOOD,Inwood,Manhattan,2018,2,531552.0,531552.0,403104,660000,445972.18508063495
MN1203,Inwood,INWOOD,Inwood,Manhattan,2019,9,981866.6666666666,875000.0,375000,1530000,453908.830401672
MN1203,Inwood,INWOOD,Inwood,Manhattan,2020,2,1611938.0,1611938.0,642000,2581875,480971.8467461826
MN1203,Inwood,INWOOD,Inwood,Manhattan,2021,7,1009700.0,1058500.0,420000,1690000,488780.0136438352
MN1203,Inwood,INWOOD,Inwood,Manhattan,2022,3,1059000.0,1059000.0,832500,1222000,494364.82992283994
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2010,3,467944.0,467944.0,235248,600000,
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2011,4,536150.0,542500.0,434600,625000,
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2012,3,787500.0,787500.0,430000,1100000,348265.0685314748
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2013,5,671583.5,710750.0,440000,1225000,335598.4228284081
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2014,6,1061825.5,880477.0,485000,2500000,338926.6347969451
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2015,4,506633.3333333333,480000.0,240000,720000,360689.97977243684
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2016,5,619123.5,616250.0,307242,840000,392865.2481229946
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2017,4,718737.5,718737.5,610950,991500,427643.19699846656
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2018,2,531552.0,531552.0,403104,660000,445972.18508063495
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2019,9,981866.6666666666,875000.0,375000,1530000,453908.830401672
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2020,2,1611938.0,1611938.0,642000,2581875,480971.8467461826
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2021,7,1009700.0,1058500.0,420000,1690000,488780.0136438352
MN1292,Inwood Hill Park,INWOOD,Inwood,Manhattan,2022,3,1059000.0,1059000.0,832500,1222000,494364.82992283994
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2010,176,645120.0,662500.0,200000,2000000,449946.30046970356
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2011,184,652333.6666666666,682000.0,215000,1400000,465458.4226227631
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2012,229,680834.3333333334,676322.0,212500,1800000,478773.79141510045
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2013,238,708273.3333333334,747000.0,200000,1725000,518276.78527184884
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2014,252,849185.0,837500.0,200000,3030000,572514.4351302822
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2015,222,968970.3333333334,930000.0,215000,3300000,615213.0259153965
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2016,204,1031546.6666666666,995000.0,215000,3000000,684484.3544480412
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2017,204,1169296.6666666667,1150000.0,217500,3815000,750665.5507003722
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2018,228,1212569.0,1232000.0,200000,7500000,794409.5481274511
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2019,216,1199036.0,1157500.0,200000,3250000,810890.207402283
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2020,161,1244085.3333333333,1300000.0,250000,4500000,790067.8206651345
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2021,268,1184948.3333333333,1200000.0,220000,2900000,768519.860276238
QN0101,Astoria (North)-Ditmars-Steinway,ASTORIA,Astoria,Queens,2022,304,1317114.3333333333,1248000.0,200000,5775000,771594.6660478231
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2010,176,645120.0,662500.0,200000,2000000,449946.30046970356
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2011,184,652333.6666666666,682000.0,215000,1400000,465458.4226227631
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2012,229,680834.3333333334,676322.0,212500,1800000,478773.79141510045
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2013,238,708273.3333333334,747000.0,200000,1725000,518276.78527184884
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2014,252,849185.0,837500.0,200000,3030000,572514.4351302822
QN0102,Old Astoria-Hallets Point,ASTORIA,Astoria,Queens,2015,222,968970.3333333334,930000.0,215000,3300000,615213.0259153965
