nta_code,nta_name,dof_name,neighborhood,borough,year,number_of_sales,average_sale_price,median_sale_price,lowest_sale_price,highest_sale_price,hvi
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2010,48,725852.6666666666,750000.0,168000,1300000,493657.3823311346
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2011,55,737106.6666666666,711000.0,200000,1290000,502709.25799960736
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2012,71,820468.6666666666,782500.0,270000,2499000,533897.4765631334
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2013,65,930549.6666666666,990000.0,215000,3740000,610442.1074040228
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2014,52,1389900.3333333333,1275000.0,480000,2700000,724293.7400454162
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2015,79,1695043.6666666667,1625000.0,250000,18000000,839349.0712828105
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2016,53,1682666.3333333333,1800000.0,508000,4470000,922999.7104891689
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2017,69,1888383.3333333333,1820000.0,357000,3680000,977712.5888433201
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2018,63,1646889.0,1800000.0,247500,3750000,1009818.140754716
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2019,62,1901965.6666666667,1800000.0,740000,4949000,1054894.7973201703
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2020,41,1763716.6666666667,1788750.0,250000,4700000,1071035.0537997996
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2021,99,2036050.6666666667,1850000.0,450000,4900000,1096377.539801377
BK0101,Greenpoint,GREENPOINT,Greenpoint,Brooklyn,2022,79,2285950.6666666665,2250000.0,575338,4400000,1204484.358718425
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2010,18,534945.6666666666,570000.0,240000,990000,490666.91110264836
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2011,17,473199.0,420000.0,177000,951000,496514.4733647657
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2012,13,760954.6666666666,761844.0,274500,1550000,522343.4848212698
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2013,15,753452.3333333334,750000.0,416666,1110000,584208.3399665628
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2014,14,1010930.3333333334,700000.0,320000,3205000,689573.0197926409
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2015,13,1361791.6666666667,1149250.0,470000,4855000,789822.2868970288
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2016,13,1121509.0,1100465.0,300000,2100000,832543.0928860476
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2017,16,1174250.0,1154250.0,200000,2460000,868753.9833657852
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2018,23,1379152.3333333333,1315000.0,490000,2700000,919035.4516193088
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2019,14,1945313.0,1614600.0,600000,4100000,946829.5131935197
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2020,18,1331454.3333333333,1250000.0,250000,2400000,923681.3351572634
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2021,16,1187022.3333333333,990500.0,300000,2000000,962205.926362495
BK0102,Williamsburg,WILLIAMSBURG-CENTRAL,Williamsburg,Brooklyn,2022,18,2032839.5,1978125.0,560500,3550000,1035870.367129835
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2010,38,712023.6666666666,647500.0,235000,1575000,490666.91110264836
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2011,43,675357.3333333334,750000.0,285000,1315000,496514.4733647657
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2012,48,779135.0,665000.0,200000,1950000,522343.4848212698
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2013,53,1179131.3333333333,1200000.0,280000,1900000,584208.3399665628
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2014,49,1156153.6666666667,1100000.0,325000,2315000,689573.0197926409
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2015,71,1733951.6666666667,1737500.0,521169,5500000,789822.2868970288
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2016,63,1802570.0,1525000.0,325000,5500000,832543.0928860476
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2017,52,1853212.6666666667,1949500.0,305000,3950000,868753.9833657852
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2018,51,2194395.0,2100000.0,400000,5380000,919035.4516193088
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2019,46,1906641.3333333333,1816425.0,300000,5000000,946829.5131935197
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2020,35,1927381.0,1875000.0,635000,5282500,923681.3351572634
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2021,75,1925721.3333333333,1725000.0,400000,3350000,962205.926362495
BK0104,East Williamsburg,WILLIAMSBURG-EAST,Williamsburg,Brooklyn,2022,58,2059565.3333333333,1900000.0,235000,4800000,1035870.367129835
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2010,24,3352250.3333333335,3100000.0,1500000,6200000,1074355.0626042401
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2011,15,3366875.0,3100000.0,2100000,6000000,1091582.6023354882
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2012,22,5264565.333333333,3618750.0,885000,12500000,1184232.4568348038
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2013,15,3965270.3333333335,3400000.0,1699912,8675000,1356239.6988715504
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2014,21,4964506.0,4050000.0,990000,10625000,1612688.37967918
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2015,12,6898194.333333333,7452500.0,4000000,10250000,1769799.0188114105
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2016,11,4768055.666666667,4250000.0,2350000,9400000,1878926.4483592997
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2017,19,5788589.333333333,5200000.0,447300,12900000,1829331.5562043888
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2018,18,6902583.333333333,6700000.0,2877000,12000000,1761756.524014951
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2019,24,4973512.0,4675000.0,2530000,9800000,1716982.8168536548
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2020,14,5598706.333333333,4225000.0,1500000,25500000,1601761.9267871717
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2021,32,8405889.0,6212500.0,2325000,12750000,1655466.6760305718
BK0201,Brooklyn Heights,BROOKLYN HEIGHTS,Brooklyn Heights,Brooklyn,2022,28,8163568.0,6500000.0,1250000,18300000,1752817.685578665
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2010,24,1332271.3333333333,1312500.0,475000,2390000,642553.5808937947
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2011,23,1672321.3333333333,1775000.0,695000,2870000,646025.0493914749
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2012,29,1605918.6666666667,1572500.0,300000,3900000,656399.1054720689
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2013,24,2964459.6666666665,2550000.0,225000,23000000,742873.9388598213
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2014,28,2710909.0,2012500.0,260000,8800000,871328.9290221566
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2015,30,2813174.0,2690513.0,314340,5450000,974158.4880519087
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2016,33,3068962.0,2920000.0,997885,13600000,1030800.9183271592
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2017,35,3150616.3333333335,2837500.0,200000,5850000,1074771.7130828835
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2018,29,3031779.6666666665,2925000.0,957000,7600000,1159857.7409515006
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2019,21,2648566.6666666665,2837500.0,260000,4955000,1078291.8387464522
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2020,24,2686621.6666666665,2800000.0,414726,4850000,1044300.9476677055
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2021,48,3194302.0,2812500.0,200000,9000000,1085267.2356062005
BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,BOERUM HILL,Downtown,Brooklyn,2022,37,4118150.6666666665,3300000.0,1250000,9500000,1050736.4800893278
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2010,33,1263207.3333333333,1175000.0,222250,2800000,741869.6978773549
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2011,31,1166453.6666666667,1050000.0,175000,2100000,749893.1053005009
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2012,28,1813325.6666666667,1520000.0,263000,3285000,771111.3152975817
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2013,45,1764102.6666666667,1850000.0,445000,3750000,883931.2997793684
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2014,38,2320489.6666666665,2600000.0,235000,3750000,1064057.9997923826
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2015,29,2024537.6666666667,2262500.0,340969,5250000,1214593.2333567198
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2016,31,2233959.0,2250000.0,395000,4775000,1295647.916357299
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2017,18,2726591.5,2387500.0,600000,5237500,1303200.0434805283
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2018,24,2771148.6666666665,2744250.0,999000,5100000,1314326.7015398399
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2019,34,2679961.0,2575000.0,977520,5125000,1258829.466619775
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2020,27,4142268.0,2604977.0,489188,62000000,1224279.097513115
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2021,42,2913367.3333333335,2682500.0,570000,5030000,1219688.8190750782
BK0203,Fort Greene,FORT GREENE,Fort Greene,Brooklyn,2022,36,3967724.0,2800000.0,583194,7900000,1295057.1889427595
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2010,23,882542.0,860000.0,300000,1330000,446243.66706634796
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2011,47,1162096.6666666667,1100000.0,300000,2090000,455986.4813634215
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2012,48,1133747.0,1075000.0,250000,3000000,466115.96291093697
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2013,46,1470061.6666666667,1329000.0,200000,3100000,531876.3941480276
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2014,51,1996320.3333333333,1830000.0,200000,6500000,642626.454828099
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2015,40,2243971.6666666665,2300000.0,255000,7200000,722133.0126467492
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2016,45,2273279.0,2075000.0,245000,5398255,795533.4647428776
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2017,39,2503125.6666666665,2418750.0,500000,3939998,838969.3254777408
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2018,36,2444347.6666666665,2430000.0,545000,3694444,965067.1142066255
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2019,48,2268201.3333333335,2277500.0,240000,4425000,944508.1376286545
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2020,33,5679723.666666667,2950000.0,499990,17000000,909536.4870104223
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2021,63,2747671.6666666665,2590000.0,330000,9050000,935904.2871857878
BK0204,Clinton Hill,CLINTON HILL,Clinton Hill,Brooklyn,2022,50,3190238.6666666665,3219500.0,700000,5900000,1015296.3769463169
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2010,403,404040.3333333333,369500.0,150000,1275000,371186.7365427699
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2011,458,425728.3333333333,425000.0,150000,1200000,371798.4807490015
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2012,506,496000.3333333333,477000.0,200000,1600000,405555.11228742875
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2013,661,603244.3333333334,600000.0,200000,1850000,456988.83753281884
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2014,629,792635.3333333334,730000.0,200000,11000000,550456.1010644131
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2015,560,987865.6666666666,900000.0,200000,2950000,648701.6185790105
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2016,463,1103125.6666666667,1070000.0,200000,2800000,710226.5832482753
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2017,418,1216615.0,1230000.0,218500,3900000,781356.5460065984
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2018,393,1279917.6666666667,1215000.0,204000,6275000,843426.505189841
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2019,390,1583069.6666666667,1250000.0,237000,19900000,881176.8910014983
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2020,268,1345755.3333333333,1320000.0,200000,15000000,905406.3014487042
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2021,398,1558250.6666666667,1462500.0,230000,4550000,931092.5691095727
BK0301,Bedford-Stuyvesant (West),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2022,359,1727365.0,1650000.0,275000,5900000,986130.726784198
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2010,403,404040.3333333333,369500.0,150000,1275000,371186.7365427699
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2011,458,425728.3333333333,425000.0,150000,1200000,371798.4807490015
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2012,506,496000.3333333333,477000.0,200000,1600000,405555.11228742875
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2013,661,603244.3333333334,600000.0,200000,1850000,456988.83753281884
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2014,629,792635.3333333334,730000.0,200000,11000000,550456.1010644131
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2015,560,987865.6666666666,900000.0,200000,2950000,648701.6185790105
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2016,463,1103125.6666666667,1070000.0,200000,2800000,710226.5832482753
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2017,418,1216615.0,1230000.0,218500,3900000,781356.5460065984
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2018,393,1279917.6666666667,1215000.0,204000,6275000,843426.505189841
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2019,390,1583069.6666666667,1250000.0,237000,19900000,881176.8910014983
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2020,268,1345755.3333333333,1320000.0,200000,15000000,905406.3014487042
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2021,398,1558250.6666666667,1462500.0,230000,4550000,931092.5691095727
BK0302,Bedford-Stuyvesant (East),BEDFORD STUYVESANT,Bedford-Stuyvesant,Brooklyn,2022,359,1727365.0,1650000.0,275000,5900000,986130.726784198
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2010,197,360891.6666666667,385000.0,155000,843833,330468.07787534234
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2011,203,351410.6666666667,306000.0,159275,875000,328326.8032364144
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2012,267,435761.3333333333,420000.0,200000,995000,355047.11388885655
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2013,394,455309.0,445000.0,200000,1255000,385686.9245696158
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2014,383,627389.3333333334,582500.0,200000,4050000,455038.86651616334
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2015,373,777332.6666666666,799000.0,210000,2320000,552864.974605188
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2016,281,969014.0,985000.0,200000,2450000,632482.1261212124
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2017,251,976228.0,967500.0,250000,4600000,704103.251070999
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2018,229,965993.0,980000.0,211000,6800000,770354.6937451452
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2019,205,1099373.3333333333,950000.0,218010,6150000,793043.5697211978
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2020,135,1181242.3333333333,1170000.0,200000,3600000,804917.8294598566
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2021,197,1172562.0,1166500.0,200000,3000000,837021.8648336986
BK0401,Bushwick (West),BUSHWICK,Bushwick,Brooklyn,2022,239,1375047.6666666667,1280000.0,225000,4687176,877179.6053946732
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2010,197,360891.6666666667,385000.0,155000,843833,330468.07787534234
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2011,203,351410.6666666667,306000.0,159275,875000,328326.8032364144
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2012,267,435761.3333333333,420000.0,200000,995000,355047.11388885655
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2013,394,455309.0,445000.0,200000,1255000,385686.9245696158
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2014,383,627389.3333333334,582500.0,200000,4050000,455038.86651616334
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2015,373,777332.6666666666,799000.0,210000,2320000,552864.974605188
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2016,281,969014.0,985000.0,200000,2450000,632482.1261212124
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2017,251,976228.0,967500.0,250000,4600000,704103.251070999
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2018,229,965993.0,980000.0,211000,6800000,770354.6937451452
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2019,205,1099373.3333333333,950000.0,218010,6150000,793043.5697211978
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2020,135,1181242.3333333333,1170000.0,200000,3600000,804917.8294598566
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2021,197,1172562.0,1166500.0,200000,3000000,837021.8648336986
BK0402,Bushwick (East),BUSHWICK,Bushwick,Brooklyn,2022,239,1375047.6666666667,1280000.0,225000,4687176,877179.6053946732
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2010,341,357534.6666666667,361440.0,150000,2360375,295975.3204132638
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2011,246,323605.0,331950.0,150000,710000,288373.1459005647
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2012,240,334964.6666666667,330000.0,200000,828551,287461.98456291814
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2013,329,398437.3333333333,385770.0,200000,4121811,297155.6397197082
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2014,357,386034.0,400000.0,200000,1013832,327027.12809896487
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2015,404,429323.0,480000.0,200000,1650000,358765.7659535173
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2016,450,470588.6666666667,499500.0,200000,1525000,389966.7269691581
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2017,489,516711.6666666667,550000.0,200000,1275000,421160.14984404226
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2018,476,569620.0,615000.0,200000,2800000,445829.5334942304
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2019,487,585010.3333333334,629000.0,200000,1362627,503913.98021214013
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2020,297,630441.0,732500.0,210000,1600000,536893.6402016663
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2021,356,701755.6666666666,745000.0,260000,1347775,552391.0194359656
BK0502,East New York (North),EAST NEW YORK,East New York,Brooklyn,2022,313,821249.6666666666,777500.0,200000,4110000,583514.1310447684
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2010,341,357534.6666666667,361440.0,150000,2360375,295975.3204132638
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2011,246,323605.0,331950.0,150000,710000,288373.1459005647
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2012,240,334964.6666666667,330000.0,200000,828551,287461.98456291814
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2013,329,398437.3333333333,385770.0,200000,4121811,297155.6397197082
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2014,357,386034.0,400000.0,200000,1013832,327027.12809896487
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2015,404,429323.0,480000.0,200000,1650000,358765.7659535173
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2016,450,470588.6666666667,499500.0,200000,1525000,389966.7269691581
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2017,489,516711.6666666667,550000.0,200000,1275000,421160.14984404226
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2018,476,569620.0,615000.0,200000,2800000,445829.5334942304
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2019,487,585010.3333333334,629000.0,200000,1362627,503913.98021214013
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2020,297,630441.0,732500.0,210000,1600000,536893.6402016663
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2021,356,701755.6666666666,745000.0,260000,1347775,552391.0194359656
BK0503,East New York-New Lots,EAST NEW YORK,East New York,Brooklyn,2022,313,821249.6666666666,777500.0,200000,4110000,583514.1310447684
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2010,341,357534.6666666667,361440.0,150000,2360375,295975.3204132638
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2011,246,323605.0,331950.0,150000,710000,288373.1459005647
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2012,240,334964.6666666667,330000.0,200000,828551,287461.98456291814
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2013,329,398437.3333333333,385770.0,200000,4121811,297155.6397197082
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2014,357,386034.0,400000.0,200000,1013832,327027.12809896487
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2015,404,429323.0,480000.0,200000,1650000,358765.7659535173
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2016,450,470588.6666666667,499500.0,200000,1525000,389966.7269691581
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2017,489,516711.6666666667,550000.0,200000,1275000,421160.14984404226
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2018,476,569620.0,615000.0,200000,2800000,445829.5334942304
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2019,487,585010.3333333334,629000.0,200000,1362627,503913.98021214013
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2020,297,630441.0,732500.0,210000,1600000,536893.6402016663
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2021,356,701755.6666666666,745000.0,260000,1347775,552391.0194359656
BK0505,East New York-City Line,EAST NEW YORK,East New York,Brooklyn,2022,313,821249.6666666666,777500.0,200000,4110000,583514.1310447684
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,CARROLL GARDENS,Carroll Gardens,Brooklyn,2010,30,1367020.0,1160000.0,484000,3235000,1041187.1658430053
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,CARROLL GARDENS,Carroll Gardens,Brooklyn,2011,35,1262899.6666666667,1305000.0,200000,2400000,1107178.5212747334
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,CARROLL GARDENS,Carroll Gardens,Brooklyn,2012,44,1962747.3333333333,1710000.0,426250,4025000,1142965.0482305987
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,CARROLL GARDENS,Carroll Gardens,Brooklyn,2013,32,1863583.3333333333,2036500.0,740000,3300000,1269200.0064210284
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,CARROLL GARDENS,Carroll Gardens,Brooklyn,2014,45,2687838.3333333335,2627500.0,550000,7000000,1500699.8627912786
