,GEOID,tract,NTA2020,NTAName,Total Estimate,White alone Estimate,Black or African American alone Estimate,American Indian and Alaska Native alone Estimate,Asian alone Estimate,Native Hawaiian and Other Pacific Islander alone Estimate,Some Other Race alone Estimate,Two or More Races Estimate,Two races including Some Other Race Estimate,"Two races excluding Some Other Race, and three or more races Estimate",Median Income In The Past 12 Months (In 2020 Inflation-Adjusted Dollars)
1189,36047004700,004700,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1841.0,1174.0,156.0,0.0,125.0,0.0,59.0,327.0,151.0,176.0,75586.0
1190,36047004900,004900,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2660.0,1846.0,409.0,0.0,184.0,0.0,0.0,221.0,14.0,207.0,70810.0
1191,36047005000,005000,BK1001,Bay Ridge,2243.0,1878.0,53.0,0.0,278.0,0.0,3.0,31.0,9.0,22.0,62813.0
1192,36047005201,005201,BK1001,Bay Ridge,1603.0,1122.0,29.0,15.0,324.0,0.0,0.0,113.0,36.0,77.0,37500.0
1193,36047005202,005202,BK1001,Bay Ridge,2501.0,2268.0,26.0,0.0,62.0,14.0,51.0,80.0,14.0,66.0,67423.0
1194,36047005301,005301,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2223.0,1536.0,388.0,7.0,60.0,0.0,117.0,115.0,48.0,67.0,53445.0
1195,36047005303,005303,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1196,36047005400,005400,BK1001,Bay Ridge,3297.0,2362.0,153.0,18.0,389.0,0.0,108.0,267.0,41.0,226.0,49531.0
1197,36047005601,005601,BK1001,Bay Ridge,2421.0,1784.0,300.0,0.0,260.0,0.0,12.0,65.0,13.0,52.0,51250.0
1198,36047005602,005602,BK1001,Bay Ridge,1787.0,1302.0,31.0,0.0,133.0,0.0,182.0,139.0,73.0,66.0,58977.0
1199,36047005800,005800,BK1001,Bay Ridge,2932.0,2141.0,31.0,0.0,301.0,0.0,281.0,178.0,141.0,37.0,32250.0
1200,36047006000,006000,BK1001,Bay Ridge,3262.0,2241.0,0.0,21.0,302.0,0.0,647.0,51.0,0.0,51.0,39981.0
1201,36047006200,006200,BK1001,Bay Ridge,2625.0,1841.0,63.0,0.0,484.0,0.0,40.0,197.0,92.0,105.0,37448.0
1202,36047006400,006400,BK1001,Bay Ridge,2996.0,2353.0,29.0,0.0,246.0,0.0,225.0,143.0,0.0,143.0,44391.0
1203,36047006500,006500,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,5846.0,5264.0,76.0,0.0,241.0,0.0,27.0,238.0,55.0,183.0,83766.0
1204,36047006600,006600,BK1001,Bay Ridge,3625.0,2812.0,125.0,9.0,355.0,0.0,157.0,167.0,32.0,135.0,40066.0
1205,36047006700,006700,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,3980.0,3405.0,77.0,0.0,98.0,0.0,79.0,321.0,11.0,310.0,94199.0
1206,36047006800,006800,BK1001,Bay Ridge,4559.0,2504.0,199.0,19.0,807.0,0.0,885.0,145.0,75.0,70.0,30997.0
1207,36047006901,006901,BK0202,Downtown Brooklyn-DUMBO-Boerum Hill,1732.0,1549.0,12.0,0.0,126.0,0.0,37.0,8.0,0.0,8.0,81875.0
1208,36047006902,006902,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2182.0,1724.0,174.0,0.0,97.0,0.0,63.0,124.0,0.0,124.0,73750.0
1209,36047007000,007000,BK1001,Bay Ridge,2392.0,1546.0,108.0,61.0,390.0,0.0,125.0,162.0,5.0,157.0,41738.0
1210,36047007100,007100,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,4430.0,1395.0,1782.0,0.0,355.0,0.0,746.0,152.0,62.0,90.0,20109.0
1211,36047007200,007200,BK0702,Sunset Park (West),1738.0,743.0,63.0,0.0,401.0,0.0,491.0,40.0,19.0,21.0,25856.0
1212,36047007400,007400,BK0702,Sunset Park (West),5328.0,1774.0,34.0,60.0,1630.0,0.0,1572.0,258.0,258.0,0.0,23235.0
1213,36047007600,007600,BK0702,Sunset Park (West),5431.0,2243.0,201.0,6.0,1082.0,0.0,1096.0,803.0,758.0,45.0,24473.0
1214,36047007800,007800,BK0702,Sunset Park (West),4873.0,2503.0,112.0,43.0,414.0,0.0,1647.0,154.0,128.0,26.0,26467.0
1215,36047008000,008000,BK0702,Sunset Park (West),3627.0,2144.0,27.0,0.0,208.0,0.0,983.0,265.0,192.0,73.0,30063.0
1216,36047008200,008200,BK0702,Sunset Park (West),3627.0,1179.0,433.0,0.0,485.0,0.0,1074.0,456.0,271.0,185.0,35182.0
1217,36047008400,008400,BK0702,Sunset Park (West),3635.0,1660.0,101.0,54.0,193.0,0.0,1470.0,157.0,59.0,98.0,26059.0
1218,36047008500,008500,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,7577.0,978.0,4540.0,0.0,430.0,254.0,1249.0,126.0,76.0,50.0,11905.0
1219,36047008600,008600,BK0703,Sunset Park (Central),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1220,36047008800,008800,BK0703,Sunset Park (Central),2225.0,1095.0,267.0,0.0,462.0,0.0,309.0,92.0,10.0,82.0,36875.0
1221,36047009001,009001,BK0703,Sunset Park (Central),1436.0,439.0,37.0,0.0,322.0,0.0,570.0,68.0,27.0,41.0,25049.0
1222,36047009002,009002,BK1201,Sunset Park (East)-Borough Park (West),1334.0,301.0,48.0,28.0,432.0,0.0,508.0,17.0,0.0,17.0,31332.0
1223,36047009201,009201,BK0703,Sunset Park (Central),2013.0,391.0,67.0,0.0,999.0,0.0,384.0,172.0,66.0,106.0,25114.0
1224,36047009202,009202,BK1201,Sunset Park (East)-Borough Park (West),3453.0,1023.0,196.0,27.0,1037.0,0.0,1064.0,106.0,38.0,68.0,20655.0
1225,36047009401,009401,BK0703,Sunset Park (Central),2293.0,173.0,173.0,0.0,1582.0,0.0,353.0,12.0,4.0,8.0,20801.0
1226,36047009402,009402,BK1201,Sunset Park (East)-Borough Park (West),2746.0,471.0,38.0,0.0,1908.0,0.0,154.0,175.0,166.0,9.0,18792.0
1227,36047009600,009600,BK0703,Sunset Park (Central),5858.0,2122.0,261.0,44.0,1993.0,0.0,1261.0,177.0,66.0,111.0,23305.0
1228,36047009800,009800,BK0703,Sunset Park (Central),6021.0,923.0,292.0,0.0,2306.0,0.0,2262.0,238.0,64.0,174.0,21676.0
1229,36047010000,010000,BK0703,Sunset Park (Central),5978.0,1578.0,142.0,66.0,2528.0,0.0,1466.0,198.0,143.0,55.0,23047.0
1230,36047010200,010200,BK0703,Sunset Park (Central),4844.0,599.0,69.0,0.0,3416.0,0.0,684.0,76.0,38.0,38.0,21593.0
1231,36047010401,010401,BK0703,Sunset Park (Central),2152.0,229.0,60.0,0.0,1803.0,0.0,54.0,6.0,0.0,6.0,20703.0
1232,36047010402,010402,BK1201,Sunset Park (East)-Borough Park (West),2256.0,144.0,0.0,0.0,1982.0,0.0,91.0,39.0,16.0,23.0,18651.0
1233,36047010601,010601,BK0703,Sunset Park (Central),2315.0,118.0,100.0,0.0,1738.0,0.0,341.0,18.0,10.0,8.0,19203.0
1234,36047010602,010602,BK1201,Sunset Park (East)-Borough Park (West),1952.0,135.0,44.0,0.0,1750.0,0.0,0.0,23.0,0.0,23.0,17734.0
1235,36047010801,010801,BK0703,Sunset Park (Central),1957.0,200.0,55.0,0.0,1388.0,0.0,288.0,26.0,0.0,26.0,20275.0
1236,36047010802,010802,BK1201,Sunset Park (East)-Borough Park (West),2022.0,230.0,45.0,0.0,1344.0,0.0,394.0,9.0,0.0,9.0,18169.0
1237,36047011000,011000,BK1201,Sunset Park (East)-Borough Park (West),2356.0,1212.0,10.0,0.0,764.0,0.0,327.0,43.0,25.0,18.0,25256.0
1238,36047011200,011200,BK1201,Sunset Park (East)-Borough Park (West),6088.0,3283.0,203.0,69.0,1796.0,0.0,563.0,174.0,123.0,51.0,22956.0
1239,36047011400,011400,BK1201,Sunset Park (East)-Borough Park (West),3846.0,2167.0,362.0,0.0,1034.0,0.0,264.0,19.0,19.0,0.0,17228.0
1240,36047011600,011600,BK1201,Sunset Park (East)-Borough Park (West),3510.0,343.0,23.0,18.0,2927.0,0.0,188.0,11.0,8.0,3.0,20800.0
1241,36047011800,011800,BK0703,Sunset Park (Central),1951.0,120.0,0.0,0.0,1701.0,0.0,96.0,34.0,16.0,18.0,20633.0
1242,36047011901,011901,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1358.0,871.0,91.0,0.0,162.0,0.0,168.0,66.0,26.0,40.0,53459.0
1243,36047011902,011902,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1244,36047012000,012000,BK1002,Dyker Heights,1327.0,73.0,0.0,0.0,1086.0,0.0,168.0,0.0,0.0,0.0,16630.0
1245,36047012100,012100,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1968.0,1588.0,94.0,0.0,117.0,0.0,93.0,76.0,53.0,23.0,63663.0
1246,36047012200,012200,BK0703,Sunset Park (Central),5144.0,879.0,50.0,0.0,2448.0,0.0,1421.0,346.0,43.0,303.0,17256.0
1247,36047012600,012600,BK1001,Bay Ridge,2799.0,964.0,174.0,0.0,988.0,0.0,561.0,112.0,14.0,98.0,23214.0
1248,36047012700,012700,BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,4066.0,1523.0,1707.0,27.0,327.0,0.0,256.0,226.0,193.0,33.0,38197.0
1249,36047012801,012801,BK1002,Dyker Heights,2279.0,718.0,39.0,9.0,1415.0,0.0,67.0,31.0,23.0,8.0,19107.0
1250,36047012901,012901,BK0602,Park Slope,2246.0,1658.0,197.0,0.0,224.0,0.0,65.0,102.0,5.0,97.0,75907.0
1251,36047012902,012902,BK0602,Park Slope,2724.0,1616.0,419.0,0.0,186.0,8.0,68.0,427.0,127.0,300.0,72039.0
1252,36047013000,013000,BK1001,Bay Ridge,4416.0,2660.0,250.0,0.0,480.0,0.0,752.0,274.0,147.0,127.0,36010.0
1253,36047013100,013100,BK0602,Park Slope,4267.0,2589.0,502.0,0.0,450.0,17.0,319.0,390.0,13.0,377.0,68289.0
1254,36047013200,013200,BK1002,Dyker Heights,2299.0,984.0,103.0,0.0,981.0,0.0,225.0,6.0,6.0,0.0,27155.0
1255,36047013300,013300,BK0602,Park Slope,4465.0,3428.0,147.0,11.0,373.0,0.0,50.0,456.0,231.0,225.0,98231.0
1256,36047013400,013400,BK1001,Bay Ridge,4163.0,2723.0,105.0,0.0,975.0,0.0,66.0,294.0,84.0,210.0,38880.0
1257,36047013500,013500,BK0602,Park Slope,4240.0,3204.0,51.0,0.0,435.0,0.0,88.0,462.0,110.0,352.0,92665.0
1258,36047013600,013600,BK1001,Bay Ridge,3829.0,2907.0,49.0,0.0,355.0,0.0,136.0,382.0,60.0,322.0,49397.0
1259,36047013700,013700,BK0602,Park Slope,3484.0,2308.0,363.0,29.0,279.0,0.0,298.0,207.0,69.0,138.0,68289.0
1260,36047013800,013800,BK1001,Bay Ridge,3527.0,2580.0,176.0,1.0,431.0,0.0,91.0,248.0,156.0,92.0,49701.0
1261,36047013900,013900,BK0602,Park Slope,3574.0,2498.0,489.0,0.0,227.0,0.0,98.0,262.0,23.0,239.0,70690.0
1262,36047014000,014000,BK1002,Dyker Heights,1944.0,1451.0,109.0,0.0,289.0,0.0,88.0,7.0,0.0,7.0,32712.0
1263,36047014200,014200,BK1001,Bay Ridge,2992.0,1737.0,186.0,13.0,656.0,0.0,217.0,183.0,36.0,147.0,33708.0
1264,36047014700,014700,BK0702,Sunset Park (West),2646.0,1721.0,66.0,0.0,166.0,0.0,324.0,369.0,7.0,362.0,58203.0
1265,36047014800,014800,BK1002,Dyker Heights,1242.0,904.0,0.0,0.0,199.0,0.0,133.0,6.0,6.0,0.0,38060.0
1266,36047014901,014901,BK0602,Park Slope,1478.0,1348.0,43.0,0.0,40.0,0.0,18.0,29.0,4.0,25.0,83043.0
1267,36047014902,014902,BK0701,Windsor Terrace-South Slope,4569.0,3783.0,10.0,0.0,310.0,0.0,296.0,170.0,9.0,161.0,78037.0
1268,36047015000,015000,BK1002,Dyker Heights,1592.0,1180.0,4.0,0.0,334.0,0.0,35.0,39.0,5.0,34.0,34183.0
1269,36047015100,015100,BK0602,Park Slope,4170.0,3489.0,55.0,0.0,403.0,0.0,21.0,202.0,0.0,202.0,77034.0
1270,36047015200,015200,BK1001,Bay Ridge,2650.0,1489.0,151.0,0.0,756.0,0.0,143.0,111.0,77.0,34.0,30864.0
1271,36047015300,015300,BK0602,Park Slope,2530.0,1961.0,124.0,0.0,132.0,0.0,44.0,269.0,192.0,77.0,55000.0
1272,36047015400,015400,BK1091,Dyker Beach Park,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1273,36047015500,015500,BK0602,Park Slope,3927.0,2846.0,330.0,29.0,164.0,0.0,32.0,526.0,107.0,419.0,77813.0
1274,36047015700,015700,BK0602,Park Slope,4332.0,3183.0,178.0,0.0,604.0,0.0,0.0,367.0,161.0,206.0,79598.0
1275,36047015900,015900,BK0602,Park Slope,4778.0,3648.0,318.0,0.0,381.0,0.0,164.0,267.0,61.0,206.0,91932.0
1276,36047016000,016000,BK1001,Bay Ridge,4134.0,2548.0,247.0,0.0,761.0,19.0,238.0,321.0,250.0,71.0,38269.0
1277,36047016100,016100,BK0801,Prospect Heights,3552.0,2461.0,366.0,4.0,228.0,0.0,250.0,243.0,16.0,227.0,72950.0
1278,36047016300,016300,BK0801,Prospect Heights,3489.0,2508.0,642.0,3.0,127.0,0.0,78.0,131.0,26.0,105.0,67690.0
1279,36047016500,016500,BK0602,Park Slope,5973.0,4712.0,145.0,62.0,470.0,0.0,119.0,465.0,29.0,436.0,105844.0
1280,36047016600,016600,BK1002,Dyker Heights,1852.0,1603.0,0.0,0.0,203.0,0.0,10.0,36.0,21.0,15.0,53594.0
1281,36047016700,016700,BK0602,Park Slope,4906.0,4045.0,113.0,0.0,601.0,0.0,19.0,128.0,12.0,116.0,87801.0
1282,36047016800,016800,BK1102,Bath Beach,1924.0,1298.0,0.0,0.0,579.0,0.0,0.0,47.0,0.0,47.0,41116.0
1283,36047016900,016900,BK0701,Windsor Terrace-South Slope,4817.0,3828.0,40.0,0.0,451.0,0.0,338.0,160.0,15.0,145.0,64583.0
1284,36047017000,017000,BK1102,Bath Beach,2935.0,1476.0,0.0,0.0,1362.0,0.0,97.0,0.0,0.0,0.0,27119.0
1285,36047017200,017200,BK1102,Bath Beach,3275.0,1403.0,61.0,0.0,1274.0,24.0,266.0,247.0,218.0,29.0,37623.0
1286,36047017400,017400,BK1102,Bath Beach,2155.0,1212.0,0.0,6.0,723.0,0.0,153.0,61.0,16.0,45.0,51573.0
1287,36047017500,017500,BK0771,Green-Wood Cemetery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1288,36047017600,017600,BK1102,Bath Beach,2455.0,1455.0,22.0,0.0,731.0,0.0,142.0,105.0,71.0,34.0,35469.0
1289,36047017800,017800,BK1102,Bath Beach,3041.0,1319.0,77.0,0.0,1237.0,4.0,394.0,10.0,0.0,10.0,26735.0
1290,36047017900,017900,BK0203,Fort Greene,4385.0,1031.0,1679.0,94.0,448.0,0.0,164.0,969.0,572.0,397.0,34859.0
1291,36047018000,018000,BK1102,Bath Beach,3424.0,1597.0,0.0,0.0,1403.0,0.0,299.0,125.0,90.0,35.0,35043.0
1292,36047018100,018100,BK0203,Fort Greene,3785.0,2520.0,669.0,0.0,212.0,0.0,61.0,323.0,0.0,323.0,70949.0
1293,36047018200,018200,BK1101,Bensonhurst,3421.0,1030.0,46.0,0.0,1943.0,0.0,214.0,188.0,3.0,185.0,23011.0
1294,36047018300,018300,BK0203,Fort Greene,2663.0,1779.0,304.0,0.0,109.0,0.0,59.0,412.0,63.0,349.0,71180.0
1295,36047018400,018400,BK1101,Bensonhurst,2318.0,1042.0,0.0,0.0,1148.0,0.0,27.0,101.0,40.0,61.0,30208.0
1296,36047018501,018501,BK0203,Fort Greene,4130.0,787.0,2329.0,0.0,179.0,0.0,604.0,231.0,114.0,117.0,18762.0
1297,36047018600,018600,BK1101,Bensonhurst,2255.0,1170.0,0.0,0.0,925.0,0.0,156.0,4.0,0.0,4.0,30331.0
1298,36047018700,018700,BK0203,Fort Greene,1459.0,788.0,264.0,0.0,129.0,0.0,146.0,132.0,25.0,107.0,45156.0
1299,36047018800,018800,BK1101,Bensonhurst,2905.0,1682.0,21.0,0.0,926.0,0.0,159.0,117.0,29.0,88.0,29429.0
1300,36047019000,019000,BK1101,Bensonhurst,4543.0,1414.0,31.0,88.0,2447.0,0.0,509.0,54.0,30.0,24.0,25808.0
1301,36047019100,019100,BK0204,Clinton Hill,2964.0,1624.0,467.0,0.0,412.0,0.0,340.0,121.0,14.0,107.0,57262.0
1302,36047019200,019200,BK1202,Borough Park,2716.0,1076.0,6.0,9.0,1248.0,0.0,342.0,35.0,35.0,0.0,20417.0
1303,36047019300,019300,BK0204,Clinton Hill,6140.0,2528.0,2291.0,12.0,830.0,5.0,144.0,330.0,245.0,85.0,37719.0
1304,36047019400,019400,BK1002,Dyker Heights,3465.0,1017.0,6.0,0.0,2177.0,0.0,243.0,22.0,21.0,1.0,20619.0
1305,36047019500,019500,BK0204,Clinton Hill,3128.0,1728.0,1074.0,14.0,97.0,0.0,49.0,166.0,38.0,128.0,56490.0
1306,36047019600,019600,BK1002,Dyker Heights,4238.0,1658.0,244.0,0.0,1610.0,0.0,678.0,48.0,31.0,17.0,25858.0
1307,36047019700,019700,BK0204,Clinton Hill,3669.0,2128.0,1091.0,0.0,172.0,0.0,117.0,161.0,58.0,103.0,84316.0
1308,36047019800,019800,BK1002,Dyker Heights,1877.0,907.0,0.0,0.0,767.0,0.0,100.0,103.0,76.0,27.0,28935.0
1309,36047019900,019900,BK0204,Clinton Hill,3769.0,2287.0,1061.0,0.0,92.0,0.0,151.0,178.0,0.0,178.0,63942.0
1310,36047020000,020000,BK1002,Dyker Heights,2296.0,1085.0,0.0,0.0,953.0,0.0,219.0,39.0,7.0,32.0,32458.0
1311,36047020100,020100,BK0204,Clinton Hill,3940.0,2307.0,1086.0,0.0,127.0,0.0,88.0,332.0,39.0,293.0,61361.0
1312,36047020200,020200,BK1002,Dyker Heights,1963.0,1000.0,31.0,34.0,772.0,0.0,20.0,106.0,94.0,12.0,39000.0
1313,36047020300,020300,BK0801,Prospect Heights,1773.0,858.0,354.0,5.0,158.0,0.0,117.0,281.0,0.0,281.0,70197.0
1314,36047020400,020400,BK1002,Dyker Heights,1710.0,1236.0,0.0,0.0,437.0,0.0,6.0,31.0,0.0,31.0,43534.0
1315,36047020500,020500,BK0801,Prospect Heights,3164.0,1885.0,420.0,0.0,534.0,0.0,9.0,316.0,1.0,315.0,67070.0
1316,36047020600,020600,BK1002,Dyker Heights,2355.0,1576.0,29.0,0.0,627.0,0.0,93.0,30.0,2.0,28.0,44637.0
1317,36047020700,020700,BK0801,Prospect Heights,4490.0,2990.0,809.0,0.0,274.0,0.0,110.0,307.0,55.0,252.0,80643.0
1318,36047020800,020800,BK1002,Dyker Heights,3159.0,926.0,61.0,0.0,1950.0,0.0,0.0,222.0,92.0,130.0,22966.0
1319,36047021000,021000,BK1002,Dyker Heights,3935.0,1191.0,107.0,50.0,2263.0,0.0,214.0,110.0,9.0,101.0,21396.0
1320,36047021100,021100,BK0203,Fort Greene,2795.0,839.0,1308.0,0.0,153.0,0.0,300.0,195.0,63.0,132.0,38250.0
1321,36047021200,021200,BK1002,Dyker Heights,4123.0,917.0,0.0,13.0,2712.0,0.0,426.0,55.0,19.0,36.0,20019.0
1322,36047021300,021300,BK0901,Crown Heights (South),4166.0,965.0,2940.0,0.0,15.0,0.0,195.0,51.0,37.0,14.0,35438.0
1323,36047021400,021400,BK1202,Borough Park,2128.0,1083.0,0.0,0.0,639.0,0.0,316.0,90.0,90.0,0.0,26492.0
1324,36047021500,021500,BK0801,Prospect Heights,6013.0,3304.0,1567.0,0.0,325.0,0.0,112.0,705.0,0.0,705.0,60258.0
1325,36047021600,021600,BK1202,Borough Park,3790.0,2983.0,0.0,0.0,334.0,0.0,472.0,1.0,1.0,0.0,19424.0
1326,36047021700,021700,BK0802,Crown Heights (North),3407.0,1214.0,1548.0,0.0,233.0,0.0,302.0,110.0,33.0,77.0,41484.0
1327,36047021800,021800,BK1202,Borough Park,2891.0,2373.0,13.0,0.0,91.0,0.0,402.0,12.0,0.0,12.0,22076.0
1328,36047021900,021900,BK0802,Crown Heights (North),3677.0,1160.0,2051.0,0.0,276.0,0.0,90.0,100.0,36.0,64.0,49455.0
1329,36047022000,022000,BK1202,Borough Park,4894.0,4131.0,232.0,0.0,241.0,0.0,289.0,1.0,1.0,0.0,19482.0
1330,36047022100,022100,BK0802,Crown Heights (North),3813.0,1482.0,1923.0,0.0,100.0,0.0,206.0,102.0,24.0,78.0,27363.0
1331,36047022200,022200,BK1202,Borough Park,3991.0,3720.0,0.0,0.0,117.0,0.0,91.0,63.0,0.0,63.0,15786.0
1332,36047022400,022400,BK1202,Borough Park,5393.0,4810.0,5.0,0.0,411.0,0.0,94.0,73.0,54.0,19.0,20083.0
1333,36047022600,022600,BK1202,Borough Park,2167.0,1443.0,15.0,0.0,262.0,0.0,418.0,29.0,0.0,29.0,26034.0
1334,36047022700,022700,BK0301,Bedford-Stuyvesant (West),3873.0,1703.0,1417.0,0.0,248.0,0.0,103.0,402.0,259.0,143.0,65375.0
1335,36047022800,022800,BK1202,Borough Park,3938.0,2556.0,44.0,0.0,1145.0,0.0,90.0,103.0,92.0,11.0,16822.0
1336,36047022900,022900,BK0301,Bedford-Stuyvesant (West),3832.0,1911.0,1423.0,21.0,180.0,9.0,54.0,234.0,1.0,233.0,58301.0
1337,36047023000,023000,BK1202,Borough Park,4619.0,3921.0,96.0,0.0,382.0,0.0,173.0,47.0,0.0,47.0,21085.0
1338,36047023100,023100,BK0204,Clinton Hill,3652.0,1875.0,1233.0,0.0,143.0,0.0,246.0,155.0,12.0,143.0,51579.0
1339,36047023200,023200,BK1202,Borough Park,5865.0,5400.0,41.0,31.0,359.0,0.0,0.0,34.0,34.0,0.0,18810.0
1340,36047023300,023300,BK0301,Bedford-Stuyvesant (West),6023.0,2832.0,2397.0,0.0,381.0,0.0,201.0,212.0,0.0,212.0,35649.0
1341,36047023400,023400,BK1202,Borough Park,4833.0,4721.0,11.0,13.0,10.0,0.0,65.0,13.0,0.0,13.0,18204.0
1342,36047023500,023500,BK0301,Bedford-Stuyvesant (West),5036.0,3881.0,384.0,0.0,155.0,0.0,468.0,148.0,60.0,88.0,30889.0
1343,36047023600,023600,BK1202,Borough Park,5352.0,5145.0,0.0,0.0,98.0,21.0,0.0,88.0,0.0,88.0,17167.0
1344,36047023800,023800,BK1202,Borough Park,3817.0,3756.0,0.0,0.0,0.0,24.0,0.0,37.0,0.0,37.0,30701.0
1345,36047024000,024000,BK1202,Borough Park,5167.0,4710.0,42.0,0.0,6.0,0.0,267.0,142.0,33.0,109.0,19167.0
1346,36047024100,024100,BK0301,Bedford-Stuyvesant (West),2955.0,2017.0,464.0,89.0,84.0,0.0,138.0,163.0,5.0,158.0,35461.0
1347,36047024200,024200,BK1202,Borough Park,2826.0,2491.0,0.0,0.0,316.0,0.0,19.0,0.0,0.0,0.0,27667.0
1348,36047024300,024300,BK0301,Bedford-Stuyvesant (West),4214.0,1394.0,2349.0,0.0,190.0,0.0,176.0,105.0,2.0,103.0,34428.0
1349,36047024400,024400,BK1204,Mapleton-Midwood (West),3547.0,2583.0,1.0,223.0,516.0,11.0,172.0,41.0,0.0,41.0,20837.0
1350,36047024500,024500,BK0301,Bedford-Stuyvesant (West),4688.0,1262.0,2761.0,0.0,349.0,0.0,75.0,241.0,30.0,211.0,46012.0
1351,36047024600,024600,BK1204,Mapleton-Midwood (West),2868.0,1620.0,28.0,8.0,945.0,0.0,233.0,34.0,13.0,21.0,25766.0
1352,36047024700,024700,BK0301,Bedford-Stuyvesant (West),2697.0,682.0,1224.0,13.0,215.0,0.0,309.0,254.0,198.0,56.0,39107.0
1353,36047024800,024800,BK1101,Bensonhurst,2548.0,1200.0,4.0,28.0,951.0,0.0,342.0,23.0,0.0,23.0,27908.0
1354,36047024900,024900,BK0301,Bedford-Stuyvesant (West),4147.0,1726.0,1771.0,12.0,112.0,0.0,219.0,307.0,85.0,222.0,49423.0
1355,36047025000,025000,BK1101,Bensonhurst,1799.0,191.0,0.0,18.0,1106.0,0.0,470.0,14.0,0.0,14.0,21996.0
1356,36047025100,025100,BK0301,Bedford-Stuyvesant (West),3716.0,1203.0,1951.0,0.0,100.0,0.0,202.0,260.0,50.0,210.0,29715.0
1357,36047025200,025200,BK1101,Bensonhurst,5257.0,1956.0,197.0,21.0,2279.0,0.0,631.0,173.0,40.0,133.0,20752.0
1358,36047025300,025300,BK0301,Bedford-Stuyvesant (West),3616.0,1698.0,1543.0,17.0,145.0,0.0,83.0,130.0,31.0,99.0,32415.0
1359,36047025400,025400,BK1101,Bensonhurst,3178.0,1146.0,0.0,0.0,1739.0,0.0,51.0,242.0,211.0,31.0,16408.0
1360,36047025500,025500,BK0301,Bedford-Stuyvesant (West),5203.0,856.0,2154.0,75.0,111.0,187.0,1186.0,634.0,388.0,246.0,11726.0
1361,36047025600,025600,BK1101,Bensonhurst,3166.0,865.0,26.0,0.0,1999.0,0.0,124.0,152.0,17.0,135.0,22227.0
1362,36047025700,025700,BK0301,Bedford-Stuyvesant (West),2541.0,1129.0,453.0,46.0,19.0,0.0,745.0,149.0,116.0,33.0,31705.0
1363,36047025800,025800,BK1101,Bensonhurst,4467.0,1831.0,0.0,0.0,1848.0,0.0,761.0,27.0,15.0,12.0,23205.0
1364,36047025901,025901,BK0301,Bedford-Stuyvesant (West),1874.0,775.0,619.0,0.0,39.0,0.0,276.0,165.0,0.0,165.0,30455.0
1365,36047025902,025902,BK0301,Bedford-Stuyvesant (West),3650.0,336.0,2064.0,0.0,40.0,0.0,1139.0,71.0,6.0,65.0,11329.0
1366,36047026000,026000,BK1101,Bensonhurst,3184.0,1478.0,0.0,0.0,1244.0,0.0,400.0,62.0,0.0,62.0,22236.0
1367,36047026100,026100,BK0301,Bedford-Stuyvesant (West),4798.0,1180.0,2412.0,63.0,116.0,26.0,391.0,610.0,186.0,424.0,42111.0
1368,36047026200,026200,BK1101,Bensonhurst,2513.0,788.0,15.0,2.0,1464.0,0.0,163.0,81.0,0.0,81.0,23485.0
1369,36047026300,026300,BK0301,Bedford-Stuyvesant (West),2047.0,417.0,1401.0,9.0,76.0,18.0,61.0,65.0,23.0,42.0,30378.0
1370,36047026400,026400,BK1101,Bensonhurst,4491.0,1517.0,19.0,44.0,1977.0,0.0,868.0,66.0,21.0,45.0,23884.0
1371,36047026500,026500,BK0301,Bedford-Stuyvesant (West),4032.0,1163.0,2029.0,31.0,79.0,0.0,231.0,499.0,264.0,235.0,40061.0
1372,36047026600,026600,BK1101,Bensonhurst,3592.0,929.0,0.0,40.0,2083.0,0.0,529.0,11.0,11.0,0.0,22995.0
1373,36047026700,026700,BK0301,Bedford-Stuyvesant (West),4277.0,1402.0,2294.0,0.0,181.0,0.0,135.0,265.0,54.0,211.0,43030.0
1374,36047026800,026800,BK1101,Bensonhurst,4299.0,2076.0,3.0,0.0,1797.0,0.0,343.0,80.0,46.0,34.0,25468.0
