,GEOID,tract,NTA2020,NTAName,Total Estimate,White alone Estimate,Black or African American alone Estimate,American Indian and Alaska Native alone Estimate,Asian alone Estimate,Native Hawaiian and Other Pacific Islander alone Estimate,Some Other Race alone Estimate,Two or More Races Estimate,Two races including Some Other Race Estimate,"Two races excluding Some Other Race, and three or more races Estimate",Median Income In The Past 12 Months (In 2020 Inflation-Adjusted Dollars)
524,36081030903,030903,QN0301,Jackson Heights,5356.0,1323.0,225.0,35.0,2273.0,0.0,1179.0,321.0,122.0,199.0,33807.0
525,36081032700,032700,QN0301,Jackson Heights,3328.0,747.0,47.0,22.0,1100.0,0.0,1101.0,311.0,208.0,103.0,22439.0
526,36081032800,032800,QN1305,Laurelton,2734.0,32.0,2352.0,0.0,134.0,0.0,130.0,86.0,40.0,46.0,35571.0
527,36081033000,033000,QN1204,Springfield Gardens (North)-Rochdale Village,7254.0,90.0,6484.0,0.0,21.0,0.0,338.0,321.0,12.0,309.0,33665.0
528,36081033401,033401,QN1204,Springfield Gardens (North)-Rochdale Village,3713.0,54.0,3073.0,14.0,124.0,0.0,427.0,21.0,21.0,0.0,42951.0
529,36081033403,033403,QN1204,Springfield Gardens (North)-Rochdale Village,4349.0,39.0,3953.0,0.0,0.0,0.0,332.0,25.0,0.0,25.0,32958.0
530,36081033404,033404,QN1204,Springfield Gardens (North)-Rochdale Village,5220.0,73.0,5072.0,0.0,0.0,0.0,0.0,75.0,30.0,45.0,30320.0
531,36081033405,033405,QN1204,Springfield Gardens (North)-Rochdale Village,2603.0,222.0,1939.0,136.0,90.0,0.0,144.0,72.0,72.0,0.0,35982.0
532,36081033700,033700,QN0301,Jackson Heights,2607.0,1170.0,0.0,0.0,716.0,0.0,721.0,0.0,0.0,0.0,42482.0
533,36081033900,033900,QN0301,Jackson Heights,2666.0,1330.0,136.0,0.0,564.0,0.0,402.0,234.0,36.0,198.0,26301.0
534,36081035100,035100,QN0301,Jackson Heights,3480.0,1219.0,372.0,0.0,522.0,0.0,1288.0,79.0,71.0,8.0,27669.0
535,36081035200,035200,QN1205,St. Albans,2643.0,40.0,2148.0,0.0,53.0,0.0,242.0,160.0,140.0,20.0,45979.0
536,36081035300,035300,QN0302,East Elmhurst,2139.0,418.0,242.0,0.0,192.0,0.0,1113.0,174.0,163.0,11.0,32986.0
537,36081035800,035800,QN1305,Laurelton,4430.0,216.0,4021.0,0.0,26.0,0.0,131.0,36.0,0.0,36.0,38669.0
538,36081036100,036100,QN0302,East Elmhurst,2196.0,325.0,493.0,10.0,318.0,0.0,928.0,122.0,57.0,65.0,26750.0
539,36081036300,036300,QN0302,East Elmhurst,1801.0,212.0,275.0,0.0,117.0,0.0,1094.0,103.0,52.0,51.0,29957.0
540,36081036500,036500,QN0302,East Elmhurst,2794.0,300.0,440.0,52.0,321.0,0.0,1536.0,145.0,126.0,19.0,26753.0
541,36081036600,036600,QN1205,St. Albans,2795.0,97.0,2470.0,0.0,122.0,0.0,68.0,38.0,0.0,38.0,39007.0
542,36081036700,036700,QN0302,East Elmhurst,2098.0,409.0,827.0,0.0,135.0,0.0,625.0,102.0,51.0,51.0,32025.0
543,36081036800,036800,QN1205,St. Albans,2383.0,12.0,2171.0,0.0,0.0,0.0,56.0,144.0,41.0,103.0,33463.0
544,36081037501,037501,QN0402,Corona,1482.0,581.0,75.0,40.0,193.0,0.0,586.0,7.0,0.0,7.0,25893.0
545,36081037502,037502,QN0303,North Corona,2542.0,583.0,438.0,29.0,72.0,0.0,1336.0,84.0,84.0,0.0,25721.0
546,36081037600,037600,QN1205,St. Albans,6222.0,125.0,5758.0,21.0,47.0,0.0,250.0,21.0,0.0,21.0,40154.0
547,36081037700,037700,QN0303,North Corona,3896.0,846.0,344.0,17.0,106.0,0.0,2552.0,31.0,10.0,21.0,26852.0
548,36081037900,037900,QN0303,North Corona,6321.0,2024.0,429.0,33.0,418.0,11.0,2968.0,438.0,291.0,147.0,26669.0
549,36081038301,038301,QN0707,Flushing-Willets Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
550,36081038400,038400,QN1205,St. Albans,2331.0,35.0,2248.0,0.0,0.0,0.0,40.0,8.0,0.0,8.0,37065.0
551,36081039400,039400,QN1205,St. Albans,2884.0,22.0,2284.0,0.0,56.0,0.0,288.0,234.0,0.0,234.0,36604.0
552,36081039800,039800,QN1205,St. Albans,1695.0,83.0,1517.0,0.0,56.0,0.0,0.0,39.0,32.0,7.0,47143.0
553,36081039901,039901,QN0402,Corona,2475.0,1062.0,0.0,121.0,295.0,0.0,961.0,36.0,36.0,0.0,27175.0
554,36081039902,039902,QN0303,North Corona,1391.0,635.0,234.0,0.0,105.0,0.0,368.0,49.0,28.0,21.0,22056.0
555,36081040000,040000,QN1205,St. Albans,1509.0,11.0,1293.0,0.0,0.0,0.0,166.0,39.0,26.0,13.0,44632.0
556,36081040101,040101,QN0402,Corona,2761.0,273.0,107.0,324.0,199.0,0.0,1809.0,49.0,9.0,40.0,25217.0
557,36081040200,040200,QN1205,St. Albans,1557.0,12.0,1316.0,5.0,72.0,73.0,0.0,79.0,79.0,0.0,41272.0
558,36081040301,040301,QN0402,Corona,3139.0,824.0,66.0,0.0,531.0,0.0,1670.0,48.0,48.0,0.0,27300.0
559,36081040302,040302,QN0303,North Corona,4156.0,1392.0,93.0,0.0,852.0,0.0,1698.0,121.0,25.0,96.0,21115.0
560,36081040400,040400,QN1205,St. Albans,4095.0,134.0,3315.0,45.0,251.0,0.0,313.0,37.0,0.0,37.0,32493.0
561,36081040501,040501,QN0402,Corona,1087.0,223.0,48.0,0.0,72.0,0.0,732.0,12.0,0.0,12.0,24375.0
562,36081040502,040502,QN0303,North Corona,2178.0,607.0,192.0,0.0,310.0,0.0,818.0,251.0,206.0,45.0,30973.0
563,36081040701,040701,QN0402,Corona,3781.0,1065.0,0.0,0.0,195.0,0.0,2245.0,276.0,204.0,72.0,20922.0
564,36081040702,040702,QN0303,North Corona,4510.0,410.0,166.0,38.0,438.0,0.0,3399.0,59.0,59.0,0.0,22420.0
565,36081041100,041100,QN0402,Corona,3884.0,1215.0,113.0,64.0,552.0,0.0,1510.0,430.0,422.0,8.0,26365.0
566,36081041300,041300,QN0402,Corona,4668.0,1608.0,138.0,82.0,742.0,0.0,1848.0,250.0,231.0,19.0,24444.0
567,36081041400,041400,QN1202,South Jamaica,4468.0,270.0,3502.0,0.0,285.0,0.0,301.0,110.0,72.0,38.0,31585.0
568,36081041500,041500,QN0402,Corona,4259.0,1827.0,306.0,0.0,651.0,0.0,1336.0,139.0,139.0,0.0,22508.0
569,36081042700,042700,QN0402,Corona,4732.0,2016.0,434.0,0.0,368.0,0.0,1914.0,0.0,0.0,0.0,25063.0
570,36081043701,043701,QN0402,Corona,3007.0,1347.0,212.0,24.0,155.0,0.0,988.0,281.0,244.0,37.0,23235.0
571,36081043702,043702,QN0402,Corona,6938.0,2596.0,631.0,97.0,1205.0,0.0,2229.0,180.0,180.0,0.0,23568.0
572,36081043900,043900,QN0402,Corona,3411.0,1199.0,166.0,78.0,395.0,0.0,1296.0,277.0,277.0,0.0,25625.0
573,36081044000,044000,QN1202,South Jamaica,4165.0,89.0,2477.0,0.0,518.0,0.0,982.0,99.0,0.0,99.0,27286.0
574,36081044301,044301,QN0402,Corona,3780.0,1436.0,249.0,0.0,655.0,0.0,1190.0,250.0,161.0,89.0,17665.0
575,36081044302,044302,QN0402,Corona,4104.0,673.0,389.0,30.0,1716.0,0.0,889.0,407.0,401.0,6.0,27546.0
576,36081044400,044400,QN1201,Jamaica,3693.0,293.0,738.0,0.0,1413.0,0.0,1209.0,40.0,36.0,4.0,23797.0
577,36081044601,044601,QN1201,Jamaica,3666.0,386.0,1025.0,123.0,736.0,107.0,1205.0,84.0,14.0,70.0,29863.0
578,36081044602,044602,QN1201,Jamaica,5016.0,421.0,998.0,24.0,2641.0,43.0,675.0,214.0,148.0,66.0,19383.0
579,36081044800,044800,QN0805,Jamaica Hills-Briarwood,2911.0,245.0,191.0,44.0,1478.0,0.0,680.0,273.0,69.0,204.0,30843.0
580,36081045000,045000,QN0805,Jamaica Hills-Briarwood,2154.0,427.0,213.0,0.0,1137.0,0.0,156.0,221.0,215.0,6.0,29850.0
581,36081045600,045600,QN0805,Jamaica Hills-Briarwood,1442.0,155.0,5.0,0.0,923.0,0.0,318.0,41.0,0.0,41.0,27111.0
582,36081045700,045700,QN0401,Elmhurst,3557.0,673.0,11.0,0.0,2166.0,27.0,680.0,0.0,0.0,0.0,25352.0
583,36081045900,045900,QN0401,Elmhurst,4196.0,336.0,66.0,51.0,2206.0,0.0,1401.0,136.0,92.0,44.0,36238.0
584,36081046000,046000,QN1201,Jamaica,6156.0,555.0,1008.0,85.0,2756.0,0.0,1296.0,456.0,141.0,315.0,27667.0
585,36081046100,046100,QN0401,Elmhurst,2639.0,509.0,24.0,42.0,896.0,0.0,1096.0,72.0,5.0,67.0,26416.0
586,36081046400,046400,QN0804,Jamaica Estates-Holliswood,2000.0,612.0,454.0,0.0,553.0,0.0,114.0,267.0,114.0,153.0,27339.0
587,36081046500,046500,QN0401,Elmhurst,4189.0,1463.0,0.0,12.0,583.0,0.0,2005.0,126.0,61.0,65.0,22835.0
588,36081046700,046700,QN0401,Elmhurst,5909.0,1652.0,33.0,0.0,1469.0,0.0,2179.0,576.0,440.0,136.0,25041.0
589,36081046800,046800,QN1201,Jamaica,3426.0,177.0,668.0,0.0,1957.0,0.0,243.0,381.0,85.0,296.0,31395.0
590,36081046901,046901,QN0401,Elmhurst,4026.0,283.0,67.0,200.0,1692.0,0.0,1249.0,535.0,158.0,377.0,22082.0
591,36081046902,046902,QN0401,Elmhurst,3800.0,377.0,216.0,0.0,827.0,0.0,2351.0,29.0,9.0,20.0,25755.0
592,36081047000,047000,QN1201,Jamaica,3452.0,186.0,238.0,26.0,1743.0,0.0,1139.0,120.0,96.0,24.0,21722.0
593,36081047300,047300,QN0401,Elmhurst,4254.0,687.0,25.0,0.0,3107.0,0.0,389.0,46.0,46.0,0.0,35073.0
594,36081047801,047801,QN0804,Jamaica Estates-Holliswood,3630.0,1037.0,993.0,3.0,951.0,0.0,559.0,87.0,65.0,22.0,31446.0
595,36081047802,047802,QN1206,Hollis,1090.0,43.0,397.0,0.0,555.0,0.0,80.0,15.0,0.0,15.0,34317.0
596,36081048000,048000,QN1206,Hollis,2307.0,130.0,292.0,58.0,1140.0,0.0,669.0,18.0,0.0,18.0,26767.0
597,36081048100,048100,QN0401,Elmhurst,6985.0,1129.0,229.0,0.0,3654.0,0.0,1884.0,89.0,21.0,68.0,25472.0
598,36081048200,048200,QN1206,Hollis,1289.0,180.0,453.0,0.0,307.0,0.0,208.0,141.0,112.0,29.0,40000.0
599,36081048400,048400,QN1206,Hollis,4901.0,228.0,1476.0,0.0,2036.0,0.0,891.0,270.0,142.0,128.0,41481.0
600,36081049201,049201,QN0804,Jamaica Estates-Holliswood,3111.0,411.0,1767.0,139.0,229.0,0.0,503.0,62.0,25.0,37.0,36241.0
601,36081049202,049202,QN1303,Queens Village,2525.0,140.0,478.0,0.0,1104.0,0.0,271.0,532.0,532.0,0.0,
602,36081049301,049301,QN0501,Maspeth,2129.0,1000.0,0.0,0.0,748.0,0.0,374.0,7.0,0.0,7.0,34043.0
603,36081049302,049302,QN0501,Maspeth,3150.0,1573.0,55.0,0.0,771.0,0.0,433.0,318.0,247.0,71.0,23958.0
604,36081049500,049500,QN0501,Maspeth,1600.0,1253.0,89.0,8.0,99.0,0.0,62.0,89.0,89.0,0.0,36351.0
605,36081049600,049600,QN1303,Queens Village,3214.0,379.0,947.0,19.0,889.0,39.0,679.0,262.0,187.0,75.0,37956.0
606,36081049700,049700,QN0501,Maspeth,3112.0,1504.0,5.0,0.0,1153.0,28.0,375.0,47.0,47.0,0.0,27333.0
607,36081050202,050202,QN1206,Hollis,1327.0,21.0,972.0,0.0,200.0,0.0,46.0,88.0,1.0,87.0,27426.0
608,36081050400,050400,QN1205,St. Albans,1731.0,60.0,1467.0,26.0,44.0,0.0,7.0,127.0,68.0,59.0,30727.0
609,36081050600,050600,QN1206,Hollis,1540.0,74.0,1150.0,0.0,160.0,0.0,120.0,36.0,36.0,0.0,35566.0
610,36081050800,050800,QN1206,Hollis,1961.0,54.0,1788.0,0.0,0.0,0.0,89.0,30.0,0.0,30.0,30698.0
611,36081051000,051000,QN1206,Hollis,1735.0,46.0,1529.0,0.0,148.0,0.0,6.0,6.0,0.0,6.0,38333.0
612,36081051200,051200,QN1303,Queens Village,2518.0,28.0,1860.0,0.0,148.0,0.0,435.0,47.0,4.0,43.0,35710.0
613,36081051600,051600,QN1303,Queens Village,2040.0,422.0,1486.0,0.0,0.0,0.0,54.0,78.0,30.0,48.0,35417.0
614,36081051800,051800,QN1205,St. Albans,2073.0,23.0,1909.0,85.0,7.0,0.0,9.0,40.0,0.0,40.0,31662.0
615,36081052000,052000,QN1205,St. Albans,1313.0,61.0,1079.0,0.0,0.0,0.0,129.0,44.0,9.0,35.0,25104.0
616,36081052100,052100,QN0501,Maspeth,2025.0,1447.0,22.0,0.0,157.0,0.0,292.0,107.0,78.0,29.0,43750.0
617,36081052200,052200,QN1205,St. Albans,1728.0,0.0,1461.0,56.0,114.0,0.0,0.0,97.0,96.0,1.0,30615.0
618,36081052400,052400,QN1205,St. Albans,1815.0,83.0,1628.0,0.0,36.0,0.0,57.0,11.0,0.0,11.0,31555.0
619,36081052600,052600,QN1205,St. Albans,2131.0,120.0,1719.0,0.0,42.0,0.0,140.0,110.0,21.0,89.0,45156.0
620,36081052800,052800,QN1205,St. Albans,1480.0,0.0,1219.0,0.0,15.0,9.0,99.0,138.0,129.0,9.0,33864.0
621,36081053000,053000,QN1205,St. Albans,2418.0,51.0,2309.0,0.0,0.0,0.0,43.0,15.0,0.0,15.0,32898.0
622,36081053200,053200,QN1205,St. Albans,2184.0,15.0,1732.0,198.0,1.0,7.0,205.0,26.0,2.0,24.0,37722.0
623,36081053601,053601,QN1303,Queens Village,2297.0,34.0,1658.0,20.0,135.0,0.0,142.0,308.0,303.0,5.0,25165.0
624,36081053800,053800,QN1303,Queens Village,1728.0,9.0,1395.0,0.0,78.0,0.0,209.0,37.0,14.0,23.0,33750.0
625,36081053901,053901,QN0502,Ridgewood,4285.0,2586.0,193.0,21.0,779.0,0.0,287.0,419.0,131.0,288.0,40666.0
626,36081053902,053902,QN0502,Ridgewood,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87500.0
627,36081054000,054000,QN1303,Queens Village,4106.0,22.0,2483.0,106.0,178.0,0.0,1157.0,160.0,86.0,74.0,26994.0
628,36081054200,054200,QN1303,Queens Village,5354.0,743.0,1263.0,0.0,1145.0,0.0,1628.0,575.0,213.0,362.0,28605.0
629,36081054500,054500,QN0502,Ridgewood,3670.0,2840.0,39.0,0.0,83.0,0.0,501.0,207.0,103.0,104.0,28750.0
630,36081054700,054700,QN0502,Ridgewood,4595.0,3148.0,133.0,0.0,669.0,0.0,421.0,224.0,118.0,106.0,34370.0
631,36081054800,054800,QN1303,Queens Village,2458.0,127.0,570.0,47.0,1217.0,0.0,334.0,163.0,153.0,10.0,26111.0
632,36081054900,054900,QN0502,Ridgewood,6285.0,4222.0,128.0,0.0,767.0,0.0,550.0,618.0,587.0,31.0,30394.0
633,36081055100,055100,QN0502,Ridgewood,4286.0,3053.0,343.0,23.0,307.0,0.0,438.0,122.0,39.0,83.0,41204.0
634,36081055300,055300,QN0502,Ridgewood,2791.0,1444.0,107.0,19.0,456.0,0.0,258.0,507.0,395.0,112.0,36099.0
635,36081055400,055400,QN1303,Queens Village,2674.0,699.0,326.0,23.0,1120.0,0.0,318.0,188.0,42.0,146.0,36567.0
636,36081055500,055500,QN0502,Ridgewood,2374.0,1423.0,89.0,0.0,113.0,0.0,440.0,309.0,233.0,76.0,34489.0
637,36081055600,055600,QN1303,Queens Village,2275.0,358.0,232.0,0.0,826.0,0.0,643.0,216.0,210.0,6.0,33490.0
638,36081055700,055700,QN0502,Ridgewood,4109.0,3410.0,177.0,0.0,208.0,0.0,185.0,129.0,121.0,8.0,32806.0
639,36081055800,055800,QN1303,Queens Village,1687.0,194.0,192.0,0.0,713.0,0.0,387.0,201.0,162.0,39.0,31119.0
640,36081055900,055900,QN0502,Ridgewood,1191.0,708.0,52.0,0.0,77.0,0.0,290.0,64.0,62.0,2.0,30000.0
641,36081056100,056100,QN0574,Highland Park-Cypress Hills Cemeteries (North),8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,
642,36081056200,056200,QN1303,Queens Village,1627.0,479.0,173.0,0.0,620.0,0.0,241.0,114.0,88.0,26.0,40395.0
643,36081056500,056500,QN0503,Glendale,1575.0,1113.0,66.0,0.0,60.0,0.0,228.0,108.0,52.0,56.0,40024.0
644,36081056600,056600,QN1303,Queens Village,1297.0,191.0,330.0,0.0,341.0,0.0,391.0,44.0,32.0,12.0,25268.0
645,36081056700,056700,QN0503,Glendale,5406.0,3723.0,88.0,206.0,104.0,0.0,632.0,653.0,467.0,186.0,38762.0
646,36081057700,057700,QN0503,Glendale,3939.0,3101.0,37.0,14.0,53.0,0.0,549.0,185.0,154.0,31.0,32500.0
647,36081057900,057900,QN0503,Glendale,1690.0,1126.0,31.0,0.0,81.0,0.0,187.0,265.0,57.0,208.0,30258.0
648,36081058200,058200,QN1303,Queens Village,5034.0,169.0,4148.0,0.0,129.0,0.0,560.0,28.0,0.0,28.0,31810.0
649,36081058500,058500,QN0502,Ridgewood,4501.0,3697.0,163.0,0.0,222.0,0.0,99.0,320.0,163.0,157.0,40200.0
650,36081058700,058700,QN0502,Ridgewood,3468.0,2772.0,77.0,0.0,148.0,0.0,395.0,76.0,64.0,12.0,42844.0
651,36081058900,058900,QN0502,Ridgewood,5147.0,4386.0,34.0,16.0,135.0,0.0,472.0,104.0,86.0,18.0,37532.0
652,36081059000,059000,QN1304,Cambria Heights,1313.0,266.0,866.0,100.0,27.0,0.0,42.0,12.0,0.0,12.0,35921.0
653,36081059100,059100,QN0502,Ridgewood,5367.0,3748.0,207.0,0.0,116.0,0.0,482.0,814.0,630.0,184.0,33023.0
654,36081059300,059300,QN0502,Ridgewood,3975.0,3254.0,30.0,11.0,150.0,0.0,293.0,237.0,222.0,15.0,39066.0
655,36081059501,059501,QN0502,Ridgewood,2037.0,1666.0,0.0,0.0,236.0,0.0,135.0,0.0,0.0,0.0,44331.0
656,36081059900,059900,QN0501,Maspeth,1198.0,787.0,27.0,0.0,118.0,0.0,65.0,201.0,106.0,95.0,42791.0
657,36081060600,060600,QN1304,Cambria Heights,1158.0,7.0,1098.0,0.0,0.0,0.0,34.0,19.0,19.0,0.0,35281.0
658,36081060800,060800,QN1304,Cambria Heights,1568.0,63.0,1494.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,33594.0
659,36081061000,061000,QN1304,Cambria Heights,1554.0,22.0,1498.0,0.0,0.0,0.0,19.0,15.0,0.0,15.0,38947.0
660,36081061200,061200,QN1304,Cambria Heights,2078.0,0.0,1992.0,0.0,0.0,0.0,5.0,81.0,78.0,3.0,42636.0
661,36081061302,061302,QN0572,Middle Village Cemetery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
662,36081061400,061400,QN1304,Cambria Heights,1432.0,26.0,1235.0,0.0,65.0,0.0,69.0,37.0,9.0,28.0,49583.0
663,36081061601,061601,QN1305,Laurelton,2528.0,110.0,2411.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,36135.0
664,36081061800,061800,QN1305,Laurelton,1726.0,86.0,1426.0,0.0,16.0,0.0,14.0,184.0,184.0,0.0,41875.0
665,36081062300,062300,QN0503,Glendale,2266.0,1999.0,179.0,0.0,0.0,0.0,82.0,6.0,6.0,0.0,48304.0
666,36081062500,062500,QN0503,Glendale,2484.0,2146.0,87.0,0.0,0.0,0.0,234.0,17.0,12.0,5.0,36146.0
667,36081062600,062600,QN1305,Laurelton,2622.0,43.0,2339.0,10.0,7.0,0.0,180.0,43.0,15.0,28.0,40112.0
668,36081062700,062700,QN0503,Glendale,2861.0,2681.0,3.0,0.0,39.0,0.0,73.0,65.0,65.0,0.0,39740.0
669,36081062900,062900,QN0503,Glendale,3156.0,2101.0,15.0,0.0,482.0,0.0,203.0,355.0,278.0,77.0,39750.0
670,36081063200,063200,QN1305,Laurelton,2441.0,68.0,2297.0,0.0,0.0,0.0,42.0,34.0,0.0,34.0,35156.0
671,36081064101,064101,QN0905,Woodhaven,2288.0,1595.0,6.0,0.0,351.0,0.0,235.0,101.0,59.0,42.0,37440.0
672,36081064500,064500,QN0602,Forest Hills,1876.0,964.0,68.0,24.0,429.0,0.0,174.0,217.0,170.0,47.0,43993.0
673,36081064600,064600,QN1305,Laurelton,3156.0,51.0,2844.0,12.0,58.0,0.0,78.0,113.0,17.0,96.0,39250.0
674,36081065000,065000,QN1305,Laurelton,2801.0,73.0,2637.0,10.0,0.0,0.0,10.0,71.0,45.0,26.0,45368.0
675,36081065401,065401,QN1307,Rosedale,3728.0,367.0,2884.0,41.0,57.0,0.0,233.0,146.0,67.0,79.0,39430.0
676,36081065402,065402,QN1306,Springfield Gardens (South)-Brookville,27.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
677,36081065600,065600,QN1307,Rosedale,4896.0,548.0,3682.0,0.0,117.0,0.0,365.0,184.0,59.0,125.0,33897.0
678,36081065702,065702,QN0504,Middle Village,1491.0,1219.0,0.0,20.0,24.0,0.0,189.0,39.0,24.0,15.0,40214.0
679,36081065703,065703,QN0504,Middle Village,3020.0,2185.0,33.0,0.0,113.0,0.0,608.0,81.0,40.0,41.0,32500.0
680,36081066000,066000,QN1307,Rosedale,3403.0,128.0,3003.0,70.0,44.0,0.0,9.0,149.0,22.0,127.0,40112.0
681,36081066301,066301,QN0504,Middle Village,2842.0,2086.0,0.0,9.0,598.0,0.0,36.0,113.0,75.0,38.0,39309.0
682,36081066302,066302,QN0504,Middle Village,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
683,36081066402,066402,QN1307,Rosedale,2941.0,262.0,2623.0,0.0,0.0,0.0,0.0,56.0,43.0,13.0,42813.0
684,36081066403,066403,QN1307,Rosedale,5708.0,173.0,5218.0,0.0,126.0,0.0,46.0,145.0,3.0,142.0,40435.0
685,36081066701,066701,QN0501,Maspeth,3047.0,2226.0,0.0,0.0,324.0,0.0,459.0,38.0,38.0,0.0,51597.0
686,36081067100,067100,QN0504,Middle Village,2516.0,1577.0,0.0,9.0,779.0,0.0,109.0,42.0,32.0,10.0,53380.0
687,36081067700,067700,QN0504,Middle Village,1820.0,1535.0,0.0,0.0,236.0,0.0,19.0,30.0,10.0,20.0,47931.0
688,36081068200,068200,QN1305,Laurelton,974.0,21.0,845.0,0.0,15.0,0.0,83.0,10.0,3.0,7.0,47500.0
689,36081068300,068300,QN0401,Elmhurst,3992.0,773.0,353.0,9.0,1829.0,0.0,789.0,239.0,87.0,152.0,29074.0
690,36081069300,069300,QN0601,Rego Park,2791.0,1024.0,144.0,22.0,1025.0,0.0,209.0,367.0,330.0,37.0,38510.0
691,36081069500,069500,QN0601,Rego Park,2247.0,1145.0,17.0,0.0,947.0,0.0,22.0,116.0,44.0,72.0,40086.0
692,36081069701,069701,QN0601,Rego Park,4071.0,1881.0,275.0,5.0,1397.0,0.0,90.0,423.0,258.0,165.0,51400.0
693,36081070700,070700,QN0602,Forest Hills,2535.0,1470.0,28.0,0.0,783.0,0.0,126.0,128.0,20.0,108.0,49623.0
694,36081071303,071303,QN0602,Forest Hills,5396.0,3461.0,157.0,0.0,1063.0,0.0,133.0,582.0,237.0,345.0,53631.0
695,36081071304,071304,QN0602,Forest Hills,5743.0,3596.0,18.0,0.0,1581.0,0.0,215.0,333.0,14.0,319.0,41019.0
696,36081071305,071305,QN0602,Forest Hills,5195.0,3049.0,163.0,0.0,1825.0,0.0,104.0,54.0,54.0,0.0,62716.0
697,36081071701,071701,QN0601,Rego Park,4844.0,2992.0,260.0,5.0,1344.0,0.0,140.0,103.0,17.0,86.0,41145.0
698,36081071900,071900,QN0602,Forest Hills,2525.0,1244.0,95.0,0.0,741.0,0.0,194.0,251.0,77.0,174.0,27665.0
699,36081072100,072100,QN0602,Forest Hills,4475.0,2293.0,63.0,6.0,1598.0,9.0,226.0,280.0,84.0,196.0,53636.0
700,36081072300,072300,QN0602,Forest Hills,2043.0,1203.0,159.0,0.0,558.0,0.0,18.0,105.0,60.0,45.0,75781.0
701,36081072900,072900,QN0602,Forest Hills,1341.0,679.0,28.0,0.0,569.0,0.0,4.0,61.0,22.0,39.0,58401.0
702,36081073700,073700,QN0602,Forest Hills,2052.0,1333.0,33.0,0.0,521.0,0.0,99.0,66.0,16.0,50.0,64512.0
703,36081073900,073900,QN0602,Forest Hills,5530.0,3211.0,298.0,0.0,1530.0,0.0,91.0,400.0,20.0,380.0,65384.0
704,36081074100,074100,QN0602,Forest Hills,3057.0,1857.0,235.0,36.0,676.0,0.0,59.0,194.0,91.0,103.0,53301.0
705,36081074300,074300,QN0602,Forest Hills,4081.0,2449.0,175.0,0.0,1045.0,0.0,206.0,206.0,59.0,147.0,32086.0
706,36081074500,074500,QN0602,Forest Hills,4104.0,2547.0,466.0,0.0,454.0,0.0,233.0,404.0,47.0,357.0,32488.0
707,36081074700,074700,QN0602,Forest Hills,3363.0,1138.0,95.0,0.0,1389.0,0.0,608.0,133.0,78.0,55.0,41771.0
708,36081075701,075701,QN0602,Forest Hills,4695.0,2491.0,89.0,0.0,1873.0,0.0,0.0,242.0,71.0,171.0,73807.0
709,36081075702,075702,QN0602,Forest Hills,5409.0,3084.0,112.0,0.0,1990.0,0.0,6.0,217.0,22.0,195.0,55019.0
710,36081077902,077902,QN0801,Kew Gardens Hills,4640.0,3815.0,64.0,0.0,562.0,0.0,3.0,196.0,0.0,196.0,45461.0
711,36081077903,077903,QN0801,Kew Gardens Hills,3234.0,1876.0,42.0,0.0,861.0,0.0,351.0,104.0,63.0,41.0,41894.0
712,36081077904,077904,QN0801,Kew Gardens Hills,5783.0,3408.0,73.0,73.0,1688.0,0.0,298.0,243.0,90.0,153.0,44409.0
713,36081077906,077906,QN0801,Kew Gardens Hills,3562.0,2240.0,203.0,0.0,860.0,0.0,73.0,186.0,186.0,0.0,30240.0
714,36081077907,077907,QN0801,Kew Gardens Hills,3761.0,2823.0,387.0,82.0,78.0,0.0,353.0,38.0,0.0,38.0,28304.0
715,36081077908,077908,QN0801,Kew Gardens Hills,3048.0,760.0,836.0,0.0,918.0,0.0,247.0,287.0,29.0,258.0,27841.0
716,36081078800,078800,QN1203,Baisley Park,1935.0,87.0,1244.0,0.0,41.0,0.0,375.0,188.0,188.0,0.0,37151.0
717,36081079000,079000,QN1203,Baisley Park,2527.0,55.0,1571.0,0.0,217.0,0.0,575.0,109.0,103.0,6.0,33381.0
718,36081079200,079200,QN1203,Baisley Park,2488.0,63.0,1085.0,0.0,429.0,0.0,460.0,451.0,344.0,107.0,35156.0
719,36081079300,079300,QN0871,Mount Hebron & Cedar Grove Cemeteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,36081079701,079701,QN0707,Flushing-Willets Point,6669.0,464.0,127.0,0.0,5302.0,22.0,614.0,140.0,33.0,107.0,25282.0
721,36081079702,079702,QN0707,Flushing-Willets Point,4259.0,401.0,7.0,0.0,3466.0,0.0,292.0,93.0,53.0,40.0,23083.0
722,36081079900,079900,QN0706,Queensboro Hill,3215.0,571.0,0.0,0.0,2377.0,0.0,267.0,0.0,0.0,0.0,21651.0
